Timestamp,Email or phone number (for the $50 Amazon gift card giveaway),What year are you?,What's your major, How do you usually study for exams? (Select all that apply),What tools do you currently use for studying? (Select all that apply),"If you use AI for studying, what do you use it for? (Select all that apply)", What's your biggest frustration when studying? (optional)," If an AI tutor could do ONE thing perfectly for you, what would it be? (optional)",Would you use an AI tutor connected to your actual course materials and grades?
2/27/2026 21:14:51,wuhtha5htp@hha.rehearsalk.com,Sophomore,Arts & Design,"Re-read notes & textbook, Watch YouTube & video explanations","Notion, Chegg & Course Hero","Explaining concepts I don't understand, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 21:15:27,g5767k07f@rrc.rehearsalk.com,Sophomore,Humanities & Social Science,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:15:27,32j86ob7v@vva.xintaitong.com,Sophomore,Humanities & Social Science,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:15:27,eltw0ktfx@vva.xintaitong.com,Sophomore,Humanities & Social Science,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:15:27,m4sqqem6a@rrc.rehearsalk.com,Sophomore,Humanities & Social Science,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:15:27,c65hg6i9h@vva.xintaitong.com,Sophomore,Humanities & Social Science,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:15:28,n2tyl0bl6@rrc.rehearsalk.com,Sophomore,Humanities & Social Science,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:15:29,se5l4y0aj@vva.xintaitong.com,Sophomore,Humanities & Social Science,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:15:30,ggkdi2b69@rrc.rehearsalk.com,Sophomore,Humanities & Social Science,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:15:34,jt01xvxv5@rrc.rehearsalk.com,Sophomore,Humanities & Social Science,Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:17:12,czx1whzs@bbi.youngestsd.com,Junior,Humanities & Social Science,"Re-read notes & textbook, Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Khan Academy","Explaining concepts I don't understand, Checking my work & homework help",,,Maybe — depends on how it works
2/27/2026 21:17:12,pize9iiu@ccv.xintaitong.com,Junior,Arts & Design,"Re-read notes & textbook, Flashcards (physical or digital)","ChatGPT & Claude & AI chatbots, Google Docs & Slides","Explaining concepts I don't understand, Generating practice questions",,,Maybe — depends on how it works
2/27/2026 21:17:12,sw4s7u6sb1@vvt.xintaitong.com,Sophomore,Business & Econ,"Re-read notes & textbook, Practice problems & past exams","ChatGPT & Claude & AI chatbots, Anki","Explaining concepts I don't understand, Summarizing readings & notes",,,Maybe — depends on how it works
2/27/2026 21:17:14,z066v0i8@ccv.xintaitong.com,Sophomore,Health & Pre-med,"Re-read notes & textbook, Study groups","ChatGPT & Claude & AI chatbots, Khan Academy","Explaining concepts I don't understand, Writing assistance",,,"Yeah, that sounds super useful"
2/27/2026 21:17:15,loe6qrgx@bbi.youngestsd.com,Freshman,"(CS, Engineering, Math, Science)",Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:17:15,v2edw652q@xxe.youngestsd.com,Sophomore,Business & Econ,Flashcards (physical or digital),Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:17:15,0sof9o178@xxe.youngestsd.com,Sophomore,Business & Econ,Flashcards (physical or digital),Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:17:15,3xhlqof8y@xxe.youngestsd.com,Sophomore,Business & Econ,Flashcards (physical or digital),Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:17:15,pva86zmht@ccv.lingeringp.com,Sophomore,Business & Econ,Flashcards (physical or digital),Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:17:15,kojzli74x@ccv.lingeringp.com,Sophomore,Business & Econ,Flashcards (physical or digital),Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:17:15,awdfeno5s@ccv.lingeringp.com,Sophomore,Business & Econ,Flashcards (physical or digital),Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:17:15,2edqqftx7@ccv.lingeringp.com,Sophomore,Business & Econ,Flashcards (physical or digital),Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:17:15,eyuvv6sce@ccv.lingeringp.com,Sophomore,Business & Econ,Flashcards (physical or digital),Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:17:15,qxonbsn3v@xxe.youngestsd.com,Sophomore,Business & Econ,Flashcards (physical or digital),Notion,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:17:17,otovbc0uet@vvt.xintaitong.com,Freshman,"(CS, Engineering, Math, Science)",Re-read notes & textbook,ChatGPT & Claude & AI chatbots,Explaining concepts I don't understand,,,"Yeah, that sounds super useful"
2/27/2026 21:18:05,g3en2vitw@ce.xintaitong.com,Sophomore,"(CS, Engineering, Math, Science)","Flashcards (physical or digital), Watch YouTube & video explanations, Study groups","ChatGPT & Claude & AI chatbots, Quizlet, Anki, Google Docs & Slides","Explaining concepts I don't understand, Generating practice questions, Checking my work & homework help",Not knowing what to focus on,Detect the precise misconception,"Yeah, that sounds super useful"
2/27/2026 21:18:13,vq355jyh0@zt.rehearsalk.com,Senior,Humanities & Social Science,"Flashcards (physical or digital), Study groups","Quizlet, Anki, Khan Academy","Summarizing readings & notes, Generating practice questions",Not knowing what to focus on,Detect the precise misconception,Maybe — depends on how it works
2/27/2026 21:18:18,2dhcbctdt@ce.xintaitong.com,Senior,Humanities & Social Science,"AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","Quizlet, Notion, Google Docs & Slides, Chegg & Course Hero","Explaining concepts I don't understand, Summarizing readings & notes, Checking my work & homework help",Not knowing what to focus on,Detect the precise misconception,Maybe — depends on how it works
2/27/2026 21:18:38,g3en2vitw@ce.xintaitong.com,Senior,Business & Econ,"Flashcards (physical or digital), Study groups, AI tools (ChatGPT, Claude, etc.)","Quizlet, Notion, Google Docs & Slides, Chegg & Course Hero","Summarizing readings & notes, Generating practice questions, Writing assistance",Studying but not remembering,Use an explanation style that matches how I think,"Yeah, that sounds super useful"
2/27/2026 21:18:44,vq355jyh0@zt.rehearsalk.com,Sophomore,"(CS, Engineering, Math, Science)","Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","Quizlet, Notion, Google Docs & Slides, Chegg & Course Hero",,Studying but not remembering,Use an explanation style that matches how I think,"Yeah, that sounds super useful"
2/27/2026 21:18:48,vk7xjccg5@zt.rehearsalk.com,Senior,"(CS, Engineering, Math, Science)","AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","Quizlet, Notion, Khan Academy","Explaining concepts I don't understand, Generating practice questions, Checking my work & homework help",Studying but not remembering,Use an explanation style that matches how I think,Maybe — depends on how it works
2/27/2026 21:18:57,qev113g81@ce.xintaitong.com,Senior,Humanities & Social Science,"AI tools (ChatGPT, Claude, etc.)","Quizlet, Notion, Khan Academy","Explaining concepts I don't understand, Summarizing readings & notes, Checking my work & homework help",Procrastination,Adjust in real time if I’m still confused,"Yeah, that sounds super useful"
2/27/2026 21:19:08,6ibfc6aco@ce.xintaitong.com,Senior,Humanities & Social Science,"Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.)","Anki, Google Docs & Slides","Explaining concepts I don't understand, Summarizing readings & notes",Procrastination,Detect the precise misconception,"Yeah, that sounds super useful"
2/27/2026 21:19:38,ps95qizm@qqq.youngestsd.com,Junior,Arts & Design,Tutoring (in-person or online),"Khan Academy, Chegg & Course Hero",Summarizing readings & notes,,,"Yeah, that sounds super useful"
2/27/2026 21:19:39,bflwpv2h@www.lingeringp.com,Junior,Arts & Design,Tutoring (in-person or online),Chegg & Course Hero,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:19:39,e263ipcw@www.lingeringp.com,Junior,Health & Pre-med,Tutoring (in-person or online),Khan Academy,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:19:39,0ep9zkwz@qqq.youngestsd.com,Junior,Humanities & Social Science,Tutoring (in-person or online),Khan Academy,Generating practice questions,,,"Yeah, that sounds super useful"
2/27/2026 21:19:39,ibndrwu0@qqq.youngestsd.com,Junior,Arts & Design,Tutoring (in-person or online),Chegg & Course Hero,Checking my work & homework help,,,"Yeah, that sounds super useful"
2/27/2026 21:19:38,a6ovt0s6@www.lingeringp.com,Junior,Arts & Design,Tutoring (in-person or online),"Khan Academy, Chegg & Course Hero","Checking my work & homework help, Writing assistance",,,"Yeah, that sounds super useful"
2/27/2026 21:19:39,13xs0pkm@www.lingeringp.com,Junior,Arts & Design,Tutoring (in-person or online),Khan Academy,,,,"Yeah, that sounds super useful"
2/27/2026 21:19:42,rza1sfpc@qqq.youngestsd.com,Junior,Arts & Design,Tutoring (in-person or online),"Khan Academy, Chegg & Course Hero","Summarizing readings & notes, Generating practice questions",,,"Yeah, that sounds super useful"
2/27/2026 21:19:44,h3e7n5ls@www.lingeringp.com,Junior,Arts & Design,Tutoring (in-person or online),Khan Academy,"Generating practice questions, Checking my work & homework help",,,"Yeah, that sounds super useful"
2/27/2026 21:20:03,ccch45866@zt.rehearsalk.com,Senior,Arts & Design,"Flashcards (physical or digital), Tutoring (in-person or online)","Notion, Google Docs & Slides, Khan Academy",,Procrastination,Break it down to my current level,Maybe — depends on how it works
2/27/2026 21:20:04,16lscpbsm@ce.xintaitong.com,Senior,Health & Pre-med,Tutoring (in-person or online),,"Explaining concepts I don't understand, Summarizing readings & notes, Checking my work & homework help",Lack of motivation,Break it down to my current level,"Yeah, that sounds super useful"
2/27/2026 21:20:05,j2iawqiz9@zt.rehearsalk.com,Sophomore,"(CS, Engineering, Math, Science)","AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online), I mostly wing it","Quizlet, Notion, Khan Academy","Summarizing readings & notes, Generating practice questions, Checking my work & homework help",Lack of motivation,Use an explanation style that matches how I think,"Yeah, that sounds super useful"
2/27/2026 21:20:29,mqmqv6cka@ce.xintaitong.com,Sophomore,"(CS, Engineering, Math, Science)","Re-read notes & textbook, Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.)",None really — just my notes,"Explaining concepts I don't understand, Summarizing readings & notes, Generating practice questions",Procrastination.,"Personalized learning path
It would create a personalized learning path tailored to my gaps","Yeah, that sounds super useful"
2/27/2026 21:20:29,9k6toiwew@zt.rehearsalk.com,Senior,Arts & Design,"Practice problems & past exams, Flashcards (physical or digital), AI tools (ChatGPT, Claude, etc.)","Quizlet, Notion, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Generating practice questions, Writing assistance",Procrastination.,"Personalized learning path
It would create a personalized learning path tailored to my gaps","Yeah, that sounds super useful"
2/27/2026 21:20:29,mvg9stg8o@zt.rehearsalk.com,Senior,Health & Pre-med,"Practice problems & past exams, Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Quizlet, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Explaining concepts I don't understand, Writing assistance",ard-to-understand theories,"Clear concept explanations
It would explain complex concepts in simple, clear terms",Maybe — depends on how it works
2/27/2026 21:20:29,ymvoc89k8@ce.xintaitong.com,Sophomore,Humanities & Social Science,"Re-read notes & textbook, Practice problems & past exams, Flashcards (physical or digital), Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","Chegg & Course Hero, None really — just my notes, ","Explaining concepts I don't understand, Generating practice questions",Language barriers.,"Study schedule
It would create an efficient study schedule for me.","Probably not / No, I prefer studying on my own"
2/27/2026 21:20:29,a800eaf8u@ce.xintaitong.com,Sophomore,Business & Econ,"Re-read notes & textbook, Practice problems & past exams, Watch YouTube & video explanations, Study groups, AI tools (ChatGPT, Claude, etc.), Tutoring (in-person or online)","ChatGPT & Claude & AI chatbots, Google Docs & Slides, Chegg & Course Hero","Explaining concepts I don't understand, Generating practice questions, Writing assistance",ard-to-understand theories,"Clear concept explanations
It would explain complex concepts in simple, clear terms","Yeah, that sounds super useful"
2/27/2026 21:20:29,0430zmaee@ce.xintaitong.com,Sophomore,Humanities & Social Science,Watch YouTube & video explanations,"ChatGPT & Claude & AI chatbots, Quizlet, Anki, Notion, Google Docs & Slides","Explaining concepts I don't understand, Checking my work & homework help, Writing assistance",Language barriers.,"Study schedule
It would create an efficient study schedule for me.","Yeah, that sounds super useful"
2/27/2026 21:20:29,nq5xln6l4@zt.rehearsalk.com,Senior,Health & Pre-med,"Re-read notes & textbook, Flashcards (physical or digital), Watch YouTube & video explanations, AI tools (ChatGPT, Claude, etc.)","Notion, Google Docs & Slides, Khan Academy, Chegg & Course Hero","Summarizing readings & notes, Generating practice questions, Checking my work & homework help",Language barriers.,"Study schedule
It would create an efficient study schedule for me.",Maybe — depends on how it works
2/27/2026 21:20:29,jjqr1wbdj@ce.xintaitong.com,Senior,Business & Econ,"Re-read notes & textbook, Flashcards (physical or digital), Study groups, Tutoring (in-person or online)",,"Summarizing readings & notes, Generating practice questions, Writing assistance",ard-to-understand theories,"Clear concept explanations
It would explain complex concepts in simple, clear terms","Yeah, that sounds super useful"
2/27/2026 21:20:29,h5q5la5d@ccv.xintaitong.com,Sophomore,Arts & Design,"Re-read notes & textbook, AI tools (ChatGPT, Claude, etc.)","ChatGPT & Claude & AI chatbots, Khan Academy","Explaining concepts I don't understand, Writing assistance",,,Maybe — depends on how it works
2/27/2026 21:20:29,k4uih6am@ccv.xintaitong.com,Junior,Humanities & Social Science,"Re-read notes & textbook, Watch YouTube & video explanations","ChatGPT & Claude & AI chatbots, Khan Academy","Explaining concepts I don't understand, Checking my work & homework help",,,Maybe — depends on how it works
2/27/2026 21:20:30,ge3kdoeu@ccv.xintaitong.com,Freshman,Health & Pre-med,"Re-read notes & textbook, Watch YouTube & video explanations",ChatGPT & Claude & AI chatbots,"Explaining concepts I don't understand, Generating practice questions",,,"Yeah, that sounds super useful"
2/27/2026 21:20:30,kk10xc48@bbi.youngestsd.com,Sophomore,Business & Econ,"Re-read notes & textbook, Practice problems & past exams","ChatGPT & Claude & AI chatbots, Notion","Explaining concepts I don't understand, Summarizing readings & notes",,,Maybe — depends on how it works
